@relation 'optdigits-weka.filters.unsupervised.instance.Randomize-S42_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.9-A5-M20'

@attribute -0.273input3-0.26input59-0.234input11-0.232input10-0.221input4... numeric
@attribute 0.259input6+0.254input15-0.245input61+0.234input7+0.234input14... numeric
@attribute '0.321input44+0.29 input45+0.267input36+0.254input37-0.254input39...' numeric
@attribute '0.238input62+0.22 input21+0.211input29-0.196input52+0.195input54...' numeric
@attribute '0.28 input50-0.265input56-0.239input63+0.229input42-0.222input16...' numeric
@attribute -0.286input19-0.278input26-0.259input27+0.256input50+0.221input16... numeric
@attribute '0.32 input53+0.273input24+0.233input16-0.215input43+0.197input18...' numeric
@attribute -0.302input13-0.28input22-0.273input52-0.253input53-0.221input12... numeric
@attribute -0.257input51-0.244input16+0.239input2+0.235input64-0.234input8... numeric
@attribute -0.352input41-0.305input49-0.269input33-0.222input6+0.213input2... numeric
@attribute 0.276input33+0.276input41+0.257input17+0.251input25+0.221input24... numeric
@attribute 0.323input17+0.257input25-0.25input60-0.233input56+0.224input62... numeric
@attribute -0.4input48-0.298input17-0.284input25-0.254input56+0.234input37... numeric
@attribute 0.278input28-0.264input17-0.261input46+0.236input27-0.225input25... numeric
@attribute -0.474input33+0.397input57+0.312input32+0.302input49-0.248input41... numeric
@attribute -0.371input25+0.349input5-0.255input17+0.246input32+0.239input10... numeric
@attribute 0.386input57-0.34input32-0.234input5-0.227input56-0.221input24... numeric
@attribute -0.363input37-0.273input46-0.252input22-0.243input38-0.239input30... numeric
@attribute 0.729input9-0.29input25-0.224input58-0.172input2-0.15input12... numeric
@attribute -0.376input9+0.328input8-0.23input12+0.224input16+0.222input26... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-0.038463,-4.411672,0.681556,-3.075909,-0.496095,-0.018431,-0.449187,1.175051,-0.987975,-0.425249,-1.024147,-0.328204,1.890078,-0.708258,0.644514,-0.982113,-0.528076,-1.011893,0.226995,0.026577,6
0.048418,-3.589475,-0.939682,-1.226491,-1.461913,-0.248361,-1.186171,2.13796,-0.936969,0.224237,0.348763,-0.67508,0.996794,-0.295467,0.713318,-0.866267,0.630447,-0.269185,0.157411,-0.748622,6
1.705733,1.491036,-2.630336,2.930054,0.550953,-1.640959,1.677768,0.514282,0.644408,-0.667793,-1.052258,0.571516,-0.934507,0.402121,-0.3722,-0.30465,1.209502,1.032756,0.620845,0.079176,9
0.687214,-2.726951,0.104876,1.130829,-0.115684,-1.327706,0.072464,2.041705,-1.733206,0.227903,0.084135,-0.448501,-0.344372,0.145406,-0.131115,-0.132107,0.433673,0.376716,-0.105533,-0.566517,6
1.203372,-2.803457,-3.582062,-0.830296,0.015517,-0.664182,-0.344918,-1.376775,-0.699283,0.764081,-0.453438,-0.1469,-0.491513,-0.248672,-0.454945,0.119721,0.16343,0.063314,-0.281793,-0.58645,0
-5.138512,0.209567,0.86515,-1.190675,0.14527,-0.269491,0.200454,-1.429966,-0.878678,-0.858836,0.472877,1.768966,0.323562,0.431455,-1.046133,1.773653,0.009757,0.007181,-0.586834,1.126967,2
-0.799815,-0.51995,-2.885126,0.958711,-0.085146,-1.270417,0.641662,0.595856,-0.186313,0.763558,1.045009,-1.404307,-0.575551,-0.091176,0.417867,-0.406719,0.984175,0.82736,0.60734,0.222672,5
-3.080185,0.353184,0.031932,0.224861,4.026713,2.799959,1.082108,1.57474,-0.382989,1.474086,-0.532596,-1.135495,-0.200899,-0.715994,1.432528,-1.370384,-0.146713,-1.494068,0.229209,0.831323,3
2.086472,0.788364,0.854458,5.490771,1.76861,-1.381098,1.612999,0.660493,1.751896,-0.666863,-0.917025,1.467382,0.730678,0.54365,0.055777,0.403291,0.180598,0.002546,-0.130262,1.146011,1
1.042403,2.884548,1.47203,-0.493628,0.088564,0.581719,-3.714716,-0.564159,1.207399,0.378473,1.711115,-0.156111,0.165611,-0.518435,0.860859,0.658085,0.084683,1.04706,0.224769,0.287731,7
-0.843019,0.698295,0.536246,-0.978557,0.62376,-0.959117,-0.22472,1.06401,-1.543278,-1.919526,-1.240513,0.72075,-0.129107,1.318137,-0.653906,-0.709512,-1.947305,1.363034,0.460599,-0.134856,8
-1.379278,0.466848,-4.088346,1.03312,-0.376946,-0.542822,-0.674676,0.869487,0.474141,-0.354987,1.557843,-0.049382,0.969349,0.8254,0.182247,0.041083,-0.271182,-0.826031,-0.100952,0.219914,9
-0.929037,0.359874,0.270329,1.593553,0.612493,-1.1893,-0.779107,0.224694,-2.190525,-0.938069,-0.019784,0.025759,0.492614,-0.357984,-0.082643,0.76051,-0.745014,-0.424814,-0.569772,-0.041954,8
-0.516213,-0.189082,-0.982919,-0.195679,-0.695241,-0.2645,-2.397077,1.182798,0.167308,-1.073861,1.374023,0.696596,1.199152,0.152091,0.413291,0.847933,-0.04179,-0.859234,-0.348928,0.494359,8
0.278099,2.574738,0.121275,-0.949758,-0.575117,-1.278275,-2.216085,-0.888253,0.967434,-0.620573,1.769819,-0.267452,-0.105791,-0.299474,0.847903,0.926405,0.86298,1.184309,0.304489,0.646246,7
2.309659,2.022636,-1.874215,3.121683,0.344593,-1.323395,1.031256,-0.051477,-0.655575,0.168482,-0.694643,-1.09756,-1.139795,0.430433,-0.258194,-0.897427,0.418892,0.260461,0.125694,-1.27806,9
-0.611036,0.66198,2.356862,0.867665,1.428954,2.778809,-0.697615,-0.283951,-0.213459,-2.432501,-3.396176,2.585329,-1.214852,0.440042,-0.146741,0.294939,-0.116963,0.335296,-0.967368,-0.365783,2
-2.825616,0.426234,0.260054,-0.136151,-2.363467,-0.436504,0.782337,-2.826302,1.994516,-2.096189,-0.200708,0.95834,1.557312,0.072822,0.551876,0.758537,0.155882,0.023824,-0.243365,0.223566,2
-1.59391,2.757982,-1.250772,2.37661,1.580223,0.657717,0.028132,-0.272149,1.442968,0.660626,-0.394189,-0.296271,0.6438,-2.311326,0.797615,0.951382,-0.011285,0.250312,-0.363598,0.052077,3
4.867384,3.419801,-0.007302,-1.518466,-3.419003,-0.212485,0.483701,1.007391,0.171051,0.337641,-0.03434,-0.077839,-0.135491,1.190243,-0.274503,-1.33906,1.77921,-1.201135,0.722264,0.178221,4
1.998629,4.536206,-0.27724,-1.295182,-0.874985,0.84269,-3.27455,0.128481,1.324592,0.098876,0.545058,-0.762353,-0.727516,0.282149,-0.049316,0.167191,0.482584,-0.514816,0.017996,0.034049,7
-2.760254,0.652769,0.450048,-0.327512,0.188445,-1.115588,-0.147923,-1.702966,-1.292752,-0.373035,0.742147,0.361696,0.57197,-1.169225,0.060199,1.619203,0.378404,0.136137,-0.132308,0.433746,2
-1.670845,0.496616,0.199518,-2.149521,0.010323,-1.61981,0.734935,1.538257,-0.174254,-0.234829,-0.092411,-1.554456,0.690569,-0.864725,0.716122,0.18855,-0.881037,0.648855,0.13325,-0.206746,5
0.673176,-3.448224,1.187288,-0.811468,-0.794542,-0.163097,-0.775355,1.996269,-1.151016,1.058777,-0.1547,-0.905733,1.121258,-0.679704,0.643906,-0.769419,0.717768,-1.149278,0.141775,-1.030657,6
1.910233,4.881658,0.850077,0.526366,-1.188694,0.326137,-2.330711,-0.121749,1.006548,-1.039901,-0.007596,-0.29195,-0.278955,-0.664712,0.747844,0.020627,0.455122,0.729575,0.089855,-0.778052,7
-0.924305,1.733294,-2.239498,2.112985,0.256182,-0.134775,-0.672757,-0.036431,0.296751,-0.221926,0.953516,-0.196431,0.382609,-1.069816,0.785495,0.649461,0.127167,0.610093,0.190546,-0.119564,3
-0.153928,3.350644,-1.017721,0.883415,-0.538151,0.975016,-0.220867,1.404684,-0.871126,-1.807107,-1.091348,-0.088992,1.244825,-0.080803,0.548534,-1.308137,-2.247179,-0.358291,-0.351551,-1.281217,3
2.125785,4.681366,0.164282,-1.420139,-1.109611,1.837319,-2.882124,-0.196903,1.680424,0.15977,0.029703,-0.282351,0.026083,-0.243479,0.145866,-0.190107,-0.081855,-0.497446,-0.26492,-0.733387,7
0.504403,0.754445,2.948169,2.669869,0.346254,-2.147336,0.872388,-0.885134,-1.212102,-0.728115,-0.587216,0.667666,-0.444708,0.50131,-1.172863,1.557241,0.661336,-1.05854,-0.89715,0.079134,1
5.702828,-3.994317,1.787413,-1.226637,13.604697,12.928888,6.770481,-1.526219,-2.095535,-13.105458,3.943606,-4.967582,-7.666659,4.866388,12.053188,3.422327,7.078274,-0.0832,3.57699,2.346727,4
-1.599001,0.851497,-0.424956,-1.200106,0.93625,-1.708602,0.333423,1.136903,-1.083799,-1.887764,-0.501371,0.439068,0.290437,0.928311,-0.538277,0.524726,-1.600554,-0.355269,0.02663,0.650616,8
-2.700401,1.996036,-1.019112,-2.033728,2.101931,-1.117681,3.888387,2.36176,0.963239,0.734174,-1.482121,-2.110061,-1.85798,-0.43798,-0.072207,-0.295482,0.162678,-0.358152,-0.460344,0.121667,5
0.259495,-1.246536,-4.174494,-1.051436,1.135259,0.483419,-0.464628,-2.190063,-0.368949,-0.085576,-0.823584,1.077,-0.138724,0.072213,-0.213805,-0.262788,-0.503149,0.498304,0.060926,0.848512,0
4.870315,-2.27132,0.724381,1.946628,1.618089,-0.343273,0.504818,1.531681,1.939937,2.006162,0.719563,0.389698,0.187247,-0.257881,0.223798,0.633235,-0.320586,0.52044,0.122178,0.30527,4
-1.460485,0.18164,-0.781437,0.375178,0.404475,-0.584795,-0.735179,0.974041,-1.485581,-0.747082,-0.276949,0.236932,1.083919,0.862275,-0.195105,-0.578058,-0.512302,-1.229425,0.04733,0.291194,8
-0.974032,-0.821546,-1.855483,2.720549,-0.247546,-0.815587,0.638289,-0.237156,-0.418851,1.661742,1.291771,-1.105599,0.646771,0.396167,0.12861,-0.738285,1.471694,-1.107697,0.081862,-0.360645,9
3.053871,-1.09936,-1.881708,-1.59865,0.892536,-1.310949,0.195554,-2.653845,-0.591424,0.582525,-1.235348,-0.485561,-0.79114,0.190668,-0.961547,0.475424,-0.460033,-1.298017,-0.648913,0.002139,0
5.887487,-0.865393,0.395827,-2.572712,0.76195,1.594747,0.044392,-0.591193,0.932953,-0.627535,-2.316015,0.575136,0.315129,-0.568483,0.002178,-1.025325,0.443426,-2.3032,0.347476,0.857661,4
1.023669,0.336326,0.550297,-1.209874,0.134958,-2.914276,1.09588,1.45309,-0.644407,-0.485695,-0.402672,-1.866493,-0.115645,-0.819023,0.033537,0.404189,-1.055769,0.181947,-0.557034,0.574043,5
-0.600594,-4.094738,0.078021,-2.658153,-0.633322,0.818986,-0.989845,1.624346,-0.831838,-0.630183,-0.820345,0.014565,1.834494,-0.543053,0.94886,-1.097967,-0.070564,-0.922951,0.539952,0.047863,6
-0.753945,-0.028884,-4.109667,1.299064,-1.557455,0.371055,-1.082888,0.708467,1.044295,-0.499944,1.644141,0.625887,0.583232,1.076312,0.286028,-0.342537,0.363544,0.457869,-0.05416,-0.884268,9
-2.632426,3.481795,-0.866686,1.025168,1.316803,-0.936894,0.891411,-0.700578,0.32774,-0.596227,0.125142,-0.427598,1.219782,-1.649299,0.5824,1.189507,-1.064082,-0.147105,0.218295,0.777452,3
-2.693979,1.412693,1.345481,-0.17299,0.416628,-0.014962,-0.762737,-2.584374,-1.220913,-0.251799,-0.382325,0.244026,0.860847,-1.285045,0.365896,0.724985,-0.178661,0.6589,-0.550684,0.000044,2
1.13385,2.553794,-0.073594,-1.078423,-0.883296,-3.658501,1.042718,-1.501158,0.86833,-0.91791,1.647793,-0.133869,-0.030682,2.255826,-0.525732,0.510266,0.599432,-1.063388,-0.141312,0.185055,9
0.840931,0.50643,-1.544883,-0.402807,0.177144,-2.292031,-0.083416,1.723916,0.225225,0.719185,1.108855,-2.733916,-0.323288,-0.559533,0.639624,0.351065,-0.004789,-0.46846,-0.048281,0.596375,5
0.570179,-1.308095,-3.201055,-1.412811,0.166756,-0.517579,0.437834,-1.846833,0.076479,0.600724,-0.990452,-0.297331,0.924772,-0.315286,0.511343,-1.201565,0.218009,-0.209227,0.392602,-0.413522,0
-1.435913,2.131631,-0.52312,-2.500845,1.076314,-0.85148,2.099818,3.205877,1.255308,0.151528,-1.362021,-2.127393,-0.96647,-0.599813,0.506501,-0.091313,0.299642,-0.662583,-0.178728,-0.128783,5
-2.205173,-1.082711,-0.16152,1.572247,-1.155076,0.054185,-1.770037,1.191817,-1.618557,-1.124733,0.972813,0.999147,0.853797,1.048256,-0.360053,0.178916,0.208806,-0.842319,-0.561538,-0.437204,8
0.746504,-2.725986,-3.011638,-0.459588,-0.22534,-0.389404,-1.130155,-1.398524,-1.224741,0.542726,-0.520656,0.257996,-0.941582,0.287392,-0.805026,0.389948,0.301539,0.341193,-0.500366,-0.617256,0
-0.296932,1.109121,4.024884,0.817578,1.042882,-0.492789,-1.138189,-1.536322,-1.410408,1.042404,0.662851,-0.339018,-0.007085,0.038865,-0.274351,0.107013,-0.13585,-0.15264,-0.173146,-0.096282,1
-0.503831,-0.17877,4.248243,0.645216,0.746717,-1.862791,0.606808,-0.788566,-2.201345,0.257959,0.0731,-0.201014,-0.290722,-0.106752,-0.361112,0.57169,0.164957,0.640406,-0.130582,-0.089544,1
-3.497378,1.247058,-2.765284,2.126719,1.55619,2.044507,-0.998451,0.913336,-0.717317,-0.197228,0.145351,-0.532354,-0.022165,-0.869621,0.783408,-0.53707,-1.01931,0.280459,0.153257,0.516902,3
-1.017706,1.055177,-0.863533,-0.4632,-0.191897,-1.396942,-0.893389,1.720487,-0.575967,-2.818793,-0.292323,1.193782,1.560189,1.665608,-0.079764,-0.331197,-1.695911,-0.821606,-0.310342,0.538475,8
0.306609,3.515627,0.020059,-1.28258,0.873804,-0.272526,-2.472665,-1.333929,1.864752,0.877657,2.24643,-0.184138,0.137818,1.951484,-0.020957,-0.089917,-0.312351,0.422886,0.486379,1.356891,7
-4.988007,-0.000085,0.926515,-0.994447,0.907027,2.011457,-0.49399,-0.436122,-0.299584,-1.553519,-0.399411,2.171933,0.332463,1.140636,-0.652845,0.687401,-0.919901,-0.331938,-0.434051,0.950362,2
-3.341246,-0.725427,2.372757,1.420494,-2.41179,0.870039,1.196506,-3.112711,1.125665,-0.501755,-0.637689,-0.045073,1.434316,-1.074419,1.068067,-0.203711,0.372463,0.642396,-0.120053,-0.063625,2
-0.244513,1.429633,-0.64601,0.102495,-0.68286,-1.830694,1.767009,1.360356,-0.897435,-0.463497,-0.784877,-2.020915,-0.766436,-1.083857,0.775174,-1.234023,0.652018,1.706922,0.875338,-0.497683,5
-0.529993,-0.865256,0.79071,1.687014,-1.944092,0.517599,0.138092,-2.905762,0.629253,-0.610945,-1.411968,-0.620909,-0.294513,-1.148585,0.218788,0.663634,0.093559,-0.365962,-0.552912,-0.84433,2
-1.805481,-0.798952,-3.207642,2.909472,-0.774177,-0.068293,-0.149797,-0.655329,-0.406723,0.131863,1.203597,0.409227,-0.665618,1.332996,-0.469241,-0.445179,1.184653,1.103922,0.1011,-0.201,9
-1.069659,1.183327,-2.377825,-0.554824,0.394754,-1.804598,1.297489,2.701477,0.634728,-0.740763,0.295662,-1.643912,0.507994,-0.186312,0.98122,-0.888703,-0.734388,0.971828,1.071533,0.861845,5
-0.548042,-6.137909,2.679798,1.255579,-6.20006,2.786284,-2.353621,1.205257,1.866683,-1.086587,0.603173,-3.044939,-4.90702,0.694529,-1.434763,1.406719,-2.592752,-0.992382,-0.154307,1.457842,6
6.915171,-3.122374,-0.162893,-2.631304,1.528242,1.431794,1.596576,-1.947538,1.412696,1.346707,-0.466173,0.898428,0.134049,0.189883,-0.007007,0.128492,-1.211269,0.148635,0.100761,0.03566,4
0.569949,-3.851861,3.452867,1.916977,-1.228202,0.712461,-0.809704,1.702243,-0.749614,0.183352,-0.062771,1.05856,-0.338281,-0.543504,-0.506444,1.021911,0.723784,0.649043,-0.691036,-1.083913,6
-0.944548,0.847956,3.716282,0.278118,0.726863,-1.5906,0.787149,-1.048459,-0.870046,0.249254,0.830486,0.958231,-0.740628,0.101521,-0.62018,0.938387,0.70009,2.347729,0.671097,-0.43897,1
-1.530316,0.836573,0.249594,-0.447083,1.342705,1.519405,0.046695,0.863692,-1.185466,-0.786462,-0.813952,0.499243,1.028572,1.864133,0.364707,-2.543286,-1.243434,-0.960987,0.232747,-0.16178,8
-0.457378,0.268012,3.345332,-0.376466,0.415726,-3.012306,1.013753,-1.067366,-1.253337,0.715083,1.061942,-0.956965,0.00283,0.586736,-0.164124,0.108271,0.505034,0.027674,-0.006775,0.42922,1
0.159625,-3.310122,-0.046156,-1.178341,0.262367,-0.477048,-0.195683,1.818421,-1.290004,1.091911,0.549884,-1.69017,1.426224,0.508846,0.642287,-1.701208,0.548939,-2.891767,0.607206,0.44525,6
-0.297628,-1.806165,-4.08991,-2.48956,0.919404,-0.489059,0.517342,-0.466584,1.314943,0.238498,-0.356494,0.986476,0.154416,-0.522582,-0.337642,1.06794,-0.492376,0.367653,0.043209,0.553038,0
0.736521,3.55716,1.156115,0.041408,0.402716,1.003609,-3.468599,-1.967382,1.461172,1.150644,1.990696,-0.252492,0.351945,-0.343857,0.862461,0.502541,0.077066,0.513986,0.198895,0.216421,7
1.331133,-3.547945,2.361493,1.541589,-0.653481,0.323296,-1.225688,1.485183,-1.015166,0.69389,0.07274,0.180362,-0.729876,-1.004768,-0.465704,1.466741,0.793949,-0.199853,-0.690153,-0.720001,6
5.284797,-0.398386,0.807275,2.237934,2.559244,0.237851,-1.264739,1.232652,2.642106,0.287645,-0.620213,1.658358,0.413385,0.297149,-0.392324,0.126676,0.097358,-0.520046,0.355893,1.897515,4
-1.10295,-3.932278,1.857719,-1.75694,-0.042559,1.704145,0.78148,1.867619,0.33152,-0.664119,-2.550325,0.451037,1.301659,0.63179,0.704847,-1.641087,0.308028,-1.256555,0.281127,-0.051661,4
-6.332968,1.312727,3.03989,-1.993598,1.732197,3.563121,1.303383,0.458917,2.96765,3.114379,-1.265538,1.341931,-0.335248,-0.223157,-0.897082,0.573805,1.046794,-0.539294,-2.516505,-2.333895,2
-3.406637,0.615008,-1.979283,1.338643,0.694667,1.78705,-0.950118,0.491574,-0.535707,-0.621441,-0.151147,0.244953,1.382881,-1.049414,0.743333,0.316853,-0.785459,-1.458177,-0.585296,-0.050325,3
1.561119,0.366495,0.686206,-2.207891,-1.097992,-1.571082,-1.211226,-0.100246,2.043966,1.077654,2.316932,-0.732011,1.670057,2.063228,1.014364,-1.869591,1.215494,-0.405119,0.946735,0.206956,4
-2.413467,1.901826,-0.566469,2.181124,1.221774,-1.787956,1.702019,-1.15714,-0.447256,0.512617,1.029928,-0.679139,0.312059,-1.481115,-0.248592,2.019506,0.115826,-0.974347,0.0486,0.582669,3
-3.916451,0.337067,-1.978719,3.12326,1.241787,1.910796,0.31464,2.227272,-0.367962,0.945133,0.133918,-0.668263,-1.392761,-0.488502,-0.372479,0.247103,0.093866,-0.279242,-1.056471,-0.425151,3
-4.37,-0.803697,2.613791,1.084077,-1.418412,1.5946,-0.411397,-2.06372,-0.517393,-0.311824,0.078965,-0.090719,0.128019,-0.698182,0.094142,0.595676,-0.482226,0.110798,-0.299089,0.680856,2
3.967577,-1.290611,0.025579,-2.6792,0.477564,-0.25271,-1.553795,-1.771988,1.876168,0.308523,0.726494,-0.320629,1.652842,-0.238917,0.821881,-0.464566,0.058987,-1.605413,0.302751,0.796649,4
-0.66041,-2.327808,0.795591,1.668422,-0.104792,0.72725,-0.585016,0.750392,-1.159812,0.025273,-0.029771,0.09845,-0.223518,-0.391056,-0.107606,-0.491244,-0.170632,1.205082,-0.038773,-0.119495,8
-0.431273,2.414733,-0.768946,-0.062246,0.541254,-0.698195,-0.497424,1.412338,-2.30634,-2.092761,-1.692826,-0.347723,0.076784,-0.038678,-0.625734,0.161753,-1.677297,-1.592806,-0.556165,1.07661,8
-1.684449,-0.356283,-1.844737,1.58975,0.572383,-0.095659,-0.595432,-0.05522,-1.556582,-0.091448,0.175631,-0.216136,0.546119,-0.577547,0.448351,-0.28293,-0.008062,0.048033,0.130866,0.210896,3
-3.278479,-0.324393,1.235939,1.06132,0.405382,-0.451343,1.241707,0.635377,-0.934937,-0.068369,0.373068,0.150947,0.610628,-0.665369,-0.037786,0.422764,-0.94581,1.343824,0.196665,0.399879,3
0.270334,-2.397253,-3.313948,-0.723364,1.353259,0.647993,0.207847,-2.699887,-0.632591,1.946553,-0.229232,-0.285882,-0.169687,0.781529,-0.495042,-1.326665,0.420934,-0.988893,0.532609,0.705176,0
0.772626,-2.699164,-3.389937,-2.034228,0.452682,-0.160061,0.253394,-1.607666,-0.045227,1.201408,-0.530289,-0.220242,0.079287,-0.148637,0.021068,-1.039156,0.333025,0.876481,0.581235,0.158798,0
2.174532,0.254465,1.085347,4.486739,1.546455,-2.381201,1.874578,-0.181706,0.545402,0.185369,-0.401286,0.334053,0.086142,0.490782,-0.278171,0.436046,0.27214,-0.32304,-0.516507,0.467015,1
0.046062,-5.0466,1.957568,0.376811,-2.546942,1.379232,-1.472768,1.639088,-0.602883,-0.219014,0.032707,-0.111784,-0.161809,-0.589559,-0.104882,0.447315,0.322183,-0.499057,-0.504651,-1.024518,6
-3.154586,1.197806,0.896228,-0.145601,1.503375,-0.079042,0.015288,0.173527,-0.651054,0.278201,0.299859,0.567983,0.700343,-0.2289,-0.414955,0.701458,-0.813335,-0.399819,-0.215332,-0.395419,8
-2.470441,1.171964,2.294515,-1.987182,1.254776,-2.123181,0.410751,-1.331119,-1.480834,-0.013595,0.447207,0.006865,-0.590095,0.80747,-1.199047,1.134851,-0.551602,0.294863,0.106579,0.566998,8
-1.648009,-2.823758,-0.946157,2.857787,-3.097586,1.203088,0.356221,-0.079391,0.880974,-0.317969,0.463295,-0.272684,-1.570598,0.751768,-0.039082,-0.921066,0.83486,2.332564,0.415046,-1.060542,5
-6.852663,-0.171057,2.366933,-2.835161,2.718158,3.217891,2.521454,0.105703,1.383792,1.369911,-1.616853,1.642492,-0.534976,1.262209,-0.744898,-0.006289,0.95094,-1.858504,-1.319643,-0.420643,2
-2.191429,-0.765106,-1.208649,2.753715,0.523719,0.803702,0.231903,-0.600025,-1.200333,1.185079,0.359733,-0.41777,-0.861328,0.047442,0.035559,-0.924182,1.191501,0.854353,0.167887,-0.535783,9
0.476055,4.802326,0.069976,-0.743434,-0.173774,0.435141,-1.748091,1.661334,0.488922,-1.467796,-0.571316,0.463297,-0.871877,2.265962,-0.500654,-1.868069,-0.579171,1.701818,0.750446,0.031198,7
-3.108392,-0.276612,2.206365,0.635862,-0.285125,-0.496424,0.392084,-1.849354,-0.94711,-0.910176,0.327444,2.20099,0.398097,0.026519,-0.710665,1.698559,0.704166,0.887087,-0.282233,0.293857,2
-1.957493,-0.340249,-2.664519,0.846896,-2.049023,0.557177,-0.635254,0.955881,3.768433,0.10982,2.625927,1.138806,1.042519,1.830592,0.204931,-0.190287,1.566303,-0.030891,0.657177,1.338435,9
3.089564,1.231826,-0.747394,1.290334,-1.291358,-1.62358,1.60718,1.964052,-0.584093,-0.326767,-0.533531,-1.127855,0.085732,0.447297,-0.111887,-0.528166,0.02476,-1.517301,-0.688593,-1.704217,9
-0.231351,3.587228,-0.72628,1.884106,0.847184,0.009119,-1.116924,0.322261,0.3336,-0.078882,0.135856,-1.282159,0.422921,-1.354473,1.14678,-0.196209,-0.57194,0.424569,0.246658,0.003861,3
1.516387,0.783762,-1.117519,0.989078,0.265669,-1.929516,0.758764,0.590998,-1.045853,0.948291,-0.398251,-2.461688,-1.378647,-0.669218,-0.25292,0.006059,0.750532,-0.375869,0.06174,0.157254,5
-0.21784,-4.579749,3.437445,1.626769,-2.487466,0.664325,0.186201,0.041877,-0.327629,-0.083899,-0.793891,-0.229349,-0.898538,-0.616804,-0.477741,0.853057,0.012909,0.095127,-0.532084,-0.800753,6
6.13564,-1.513794,1.136643,0.579093,2.156055,1.013639,-0.022459,-0.490922,1.475132,1.832372,0.251872,0.682281,0.051824,0.084443,-0.461426,0.33271,-1.174578,-0.297552,0.112988,0.100994,4
0.163954,1.061452,0.845254,-0.943877,-0.193839,-2.303124,-0.330446,0.848677,-0.760205,-2.255807,-0.354848,0.214881,0.526213,1.240202,0.107154,-0.283177,-1.263417,0.586383,-0.059666,-0.047132,8
0.989379,-0.444806,1.359486,0.565709,-0.449668,-1.551897,-0.73386,-0.329988,-0.102328,0.454142,1.464564,0.72143,-0.028376,1.844057,-0.397628,0.005055,1.639679,0.215849,0.036415,-0.277971,8
-2.263548,-1.604756,-3.472018,1.489317,-1.169168,-0.125572,0.549718,-0.875165,0.300236,1.255488,1.966496,0.391241,0.479729,1.633032,-0.679513,-0.003255,1.818948,-1.575677,0.01209,0.276961,9
-1.654322,0.207547,-3.768073,2.339472,-1.065892,-0.516667,-0.481049,0.515264,-0.398329,-0.383515,1.204418,-0.719556,0.01751,0.660079,-0.144888,0.168433,0.055186,-0.480969,-0.717451,-0.71177,9
-1.791403,1.924119,-0.344782,-2.788489,3.001871,0.854929,2.791143,2.229401,0.680229,-0.099556,-2.294315,-2.249101,-1.668986,-0.102421,0.824801,-1.751378,-0.050237,-0.956623,0.414459,0.614501,5
-0.436997,1.634019,-0.337046,-0.610222,-0.393343,-2.149471,1.99818,1.40374,-0.025595,-1.15501,-0.664026,-1.386969,-0.293367,-0.920805,0.912535,-0.586085,0.369108,1.695033,1.19717,0.236996,5
-2.669017,0.260799,-1.319399,2.184051,1.861432,1.247715,0.246086,1.330594,-0.592714,0.811932,0.534769,-0.464468,0.569594,-1.15389,1.070025,-0.826341,-0.378603,0.815708,0.889258,0.678443,3
-0.94961,2.368591,0.6335,-1.505216,1.212176,0.683589,-3.531274,-0.049079,0.990141,1.709692,2.500044,-0.39102,-0.485418,0.231288,-0.258632,0.97229,0.416002,0.258375,0.511373,1.374667,7
0.260726,0.532432,-3.569825,2.445176,-0.113713,-0.92869,0.327133,-0.78703,-1.013436,0.245603,0.368814,-0.71861,-0.57871,0.847175,-0.431246,-0.262978,0.373085,-0.603251,-0.260609,-0.956537,9
0.131126,-4.738229,0.973297,-1.403552,-1.213511,-0.224772,-0.602372,1.125061,-1.224417,-0.764782,-0.762345,0.63487,0.030605,-0.213738,-0.424825,0.266485,-0.146726,0.825449,-0.467779,-0.480455,6
1.936543,5.309899,0.623263,-0.158125,-1.562169,1.376587,-2.409257,1.156968,1.301782,-1.012097,-0.069456,-0.375093,0.121188,-0.023385,0.681035,-1.054234,0.241504,-0.086291,0.443134,-0.810315,7
0.321626,1.197604,1.690927,-0.501002,0.601467,-2.958386,0.371019,-0.156655,-2.380518,-1.041354,-1.025836,-0.413313,-1.124917,0.65757,-1.26426,0.711316,-0.48131,-0.447835,-0.582656,0.826686,8
0.302912,2.061042,1.474714,-0.797382,0.657833,1.425667,-3.987418,-1.063617,1.340921,1.484156,2.133934,-0.033939,0.605623,-0.772879,0.879466,0.391806,0.401861,0.636863,0.471091,1.002949,7
1.373415,4.703599,0.892732,-0.936287,-0.296726,0.640957,-3.579618,0.568671,0.639891,-0.148496,0.560978,-0.423396,-1.034212,0.325901,-0.241414,0.010213,0.44217,0.331795,0.221854,0.840003,7
-2.0713,1.988211,-3.250069,2.604981,0.741177,1.808346,-0.922262,-0.082461,-0.799882,0.113833,-0.176426,-0.625418,-0.459344,-0.285084,0.026446,-0.682639,-0.701095,-0.399331,-0.274233,-0.414159,3
1.385278,-2.344646,-3.133967,-1.967425,-0.362759,0.128087,-0.651121,-0.709603,-0.334521,-0.236011,-1.960824,0.098128,0.430303,0.218045,0.092686,-1.395946,-0.317496,0.063911,0.17447,-0.901125,0
-3.490629,-3.208295,3.354017,3.068246,-4.929927,1.567927,3.393241,-1.990854,2.747777,-1.200666,-2.150898,-3.23971,0.53771,0.370034,1.65574,-3.214314,-2.231448,-0.739914,1.223739,0.238506,1
